,title
Inducing Dose Sparing with Inactivated Polio Virus Formulated in Adjuvant CAF01,1
"Towards appropriate mainstreaming of ""Theory of Change"" approaches into agricultural research for development: Challenges and opportunities",1
Efficacy of various disinfectants against SARS coronavirus,1
Genotype shift in human coronavirus OC43 and emergence of a novel genotype by natural recombination,1
"Potential risk of viral transmission from flying foxes to domestic animals and humans on the southern coast of West Java, Indonesia",1
A Comparison of the Clinical and Epidemiological Characteristics of Adult Patients with Laboratory- Confirmed Influenza A or B during the 2011-2012 Influenza Season in Korea: A Multi-Center Study,1
Protective and Therapeutic Effects of Licorice in Rats With Acute Tubular Necrosis,1
GraphDNA: a Java program for graphical display of DNA composition analyses,1
Anti-SARS-CoV IgG response in relation to disease severity of severe acute respiratory syndrome,1
Vaccination against enteric rota and coronaviruses in cattle and pigs: enhancement of lactogenic immunity,1
Patterns of Positive Selection in Six Mammalian Genomes,1
Herbal management of hepatocellular carcinoma through cutting the pathways of the common risk factors,1
Virology Journal Identification of a contemporary human parechovirus type 1 by VIDISCA and characterisation of its full genome,1
CD154 Blockade and Donor-Specific Transfusions in DLA-Identical Marrow Transplantation in Dogs Conditioned with 1-Gy Total Body Irradiation,1
Differential Evolution of Antiretroviral Restriction Factors in Pteropid Bats as Revealed by APOBEC3 Gene Complexity,1
Journal Pre-proof The Chinese herbal prescription JZ-1 induces autophagy to protect against herpes simplex Virus-2 in human vaginal epithelial cells by inhibiting the PI3K/Akt/mTOR pathway,1
Sepsis and septic shock: endothelial molecular pathogenesis associated with vascular microthrombotic disease,1
Evaluation of the SD Bioline Norovirus rapid immunochromatography test using fecal specimens from Korean gastroenteritis patients,1
SARS-CoV-2 invades host cells via a novel route: CD147-spike protein,1
"An ""Old"" protein with a new story: Coronavirus endoribonuclease is important for evading host antiviral defenses",1
Research Article Disparities in Spatial Prevalence of Feline Retroviruses due to Data Aggregation: A Case of the Modifiable Areal Unit Problem,1
"Clinical Medicine Editorial Initial Cluster of Novel Coronavirus (2019-nCoV) Infections in Wuhan, China Is Consistent with Substantial Human-to-Human Transmission",1
Microarrays in infection and immunity This review comes from a themed issue on Molecular diversity Edited,1
Colostrum from cows immunized with a veterinary vaccine against bovine rotavirus displays enhanced in vitro anti-human rotavirus activity,1
Vaccination Method Affects Immune Response and Bacterial Growth but Not Protection in the Salmonella Typhimurium Animal Model of Typhoid,1
Risk Factors of Streptococcus suis Infection in Vietnam. A Case-Control Study,1
2,1
"Multiple functions of DDX3 RNA helicase in gene regulation, tumorigenesis, and viral infection",1
Heteroaromatic ester inhibitors of hepatitis A virus 3C proteinase: Evaluation of mode of action,1
Extended model of topological relations between spatial objects in geographic information systems,1
Imagerie moderne des pneumonies infectieuses aiguës Modern imaging of acute infectious pneumonia,1
Dissection of the Influenza A Virus Endocytic Routes Reveals Macropinocytosis as an Alternative Entry Pathway,1
biomolecules HIV Vaccine Mystery and Viral Shell Disorder,1
Pneumonia in novel swine-origin influenza A (H1N1) virus infection: High-resolution CT findings,1
An easy operating pathogen microarray (EOPM) platform for rapid screening of vertebrate pathogens,1
Structure-Function Analysis of the Short Splicing Variant Carboxypeptidase Encoded by Drosophila melanogaster silver,1
"Science foresight using life-cycle analysis, text mining and clustering: A case study on natural ventilation",1
A Single and Un-Adjuvanted Dose of a Chimpanzee Adenovirus-Vectored Vaccine against Chikungunya Virus Fully Protects Mice from Lethal Disease,1
Article Cellular 5 0 -3 0 mRNA Exonuclease Xrn1 Controls Double-Stranded RNA Accumulation and Anti-Viral Responses,1
"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak",1
Long-Term Stability Monitoring of Printed Proteins on Paper-Based Membranes,1
ethical and Philosophical considerations for Gain-of-Function Policy: the importance of Alternate experiments The Department of Health and Human Services Framework for Guiding Funding Decisions about Proposed Research Involving Enhanced Potential Pandemic Pathogens,1
Pyrrolizines: Promising scaffolds for anticancer drugs pp 46-53,1
The First Case of Feline Infectious Peritonitis-like Pyogranuloma in a Ferret Infected by Coronavirus in Japan,1
"Tropical Medicine and Infectious Disease Using Google Trends to Examine the Spatio-Temporal Incidence and Behavioral Patterns of Dengue Disease: A Case Study in Metropolitan Manila, Philippines",1
Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures,1
Endothelial Cells Support Persistent Gammaherpesvirus 68 Infection,1
Reverse transcription strand invasion based amplification (RT-SIBA): a method for rapid detection of influenza A and B,1
Attenuation of replication by a 29 nucleotide deletion in SARS- coronavirus acquired during the early stages of human-to-human transmission OPEN,1
viruses Current Approaches for Diagnosis of Influenza Virus Infections in Humans,1
Automatic online news monitoring and classification for syndromic surveillance,1
Congruence of location-specific transcriptional programs in intestinal organoids during long-term culture,1
Amiodarone impairs trafficking through late endosomes inducing a Niemann-Pick C-like phenotype,1
Evaluation of Seegene Allplex Respiratory Panel 1 kit for the detection of influenza virus and human respiratory syncytial virus,1
"Prophylactic efficacy of orally administered Bacillus poly-γ- glutamic acid, a non-LPS TLR4 ligand, against norovirus infection in mice",1
Perceptions of importance and what safety is enough ☆,1
Bird feathers as potential sources of pathogenic microorganisms: a new look at old diseases,1
Inhibitor-Based Therapeutics for Treatment of Viral Hepatitis,1
Origin and Possible Genetic Recombination of the Middle East Respiratory Syndrome Coronavirus from the First Imported Case in China: Phylogenetics and Coalescence Analysis,1
New Diagnosis of G6PD Deficiency Presenting as Severe Rhabdomyolysis,1
Understanding Human Coronavirus HCoV-NL63,1
In-silico screening for anti-Zika virus phytochemicals,1
~ Pergamon MOLECULAR DETERMINANTS OF ROTAVIRUS VIRULENCE: LOCALIZATION OF A POTENTIAL VIRULENCE SITE IN A MURINE ROTAVIRUS VP4,1
How Is WHO Responding to Global Public Health Threats?,1
Emerging respiratory virus infections S28 Avian influenza virus infections in humans,1
LY6E mediates an evolutionarily conserved enhancement of virus infection by targeting a late entry step,1
Qualitative study on the shifting sociocultural meanings of the facemask in Hong Kong since the severe acute respiratory syndrome (SARS) outbreak: implications for infection control in the post-SARS era,1
"Emerging Microbes & Infections (2017) 6, e74",1
Nasopharyngeal Protein Biomarkers of Acute Respiratory Virus Infection-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/),1
Evaluation of an incubation instrument-free reverse transcription recombinase polymerase amplification assay for rapid and point-of-need detection of canine distemper virus,1
IFITM Proteins Restrict Antibody-Dependent Enhancement of Dengue Virus Infection,1
"The ""sweet"" side of a long pentraxin: how glycosylation affects PTX3 functions in innate immunity and inflammation",1
Policy Support and Resources Mobilization for the National Schistosomiasis Control Programme in The People's Republic of China,1
Reverse genetics approaches to combat pathogenic arenaviruses,1
"Middle East Respiratory Syndrome Coronavirus Outbreak in the Republic of Korea, 2015 Korea Centers for Disease Control and Prevention*",1
participated in study design,1
Detection of Porcine Reproductive and Respiratory Syndrome Virus and Mycoplasma hyorhinis Antigens in Pulmonary Lesions of Pigs Suffering from Respiratory Distress,1
The use of complementary and alternative medicine by patients with cancer: a cross- sectional survey in Saudi Arabia,1
On the Use of Human Mobility Proxies for Modeling Epidemics,1
Title: Metagenomic Sequencing Detects Respiratory Pathogens in Hematopoietic Cellular Transplant Patients Running Title: mNGS Detects Respiratory Pathogens in HCT Patients,1
An update on feline infectious peritonitis: Virology and immunopathogenesis,1
Statins May Decrease the Fatality Rate of Middle East Respiratory Syndrome Infection,1
Viral Infection of Transgenic Mice Expressing a Viral Protein in Oligodendrocytes Leads to Chronic Central Nervous System Autoimmune Disease,1
Cellular peptidyl-prolyl cis/trans isomerase Pin1 facilitates replication of feline coronavirus,1
Progress and challenges of disaster health management in China: a scoping review,1
Screen for ISG15-crossreactive Deubiquitinases,1
Effective Treatment of Respiratory Alphaherpesvirus Infection Using RNA Interference,1
EMMPRIN-Targeted Magnetic Nanoparticles for In Vivo Visualization and Regression of Acute Myocardial Infarction,1
"The Antiviral Restriction Factors IFITM1, 2 and 3 Do Not Inhibit Infection of Human Papillomavirus, Cytomegalovirus and Adenovirus",1
"An Analysis of Demographic and Behavior Trends Using Social Media: Facebook, Twitter, and Instagram",1
"Epidemiology, Molecular Epidemiology and Evolution of Bovine Respiratory Syncytial Virus",1
Comprehensive review Methods for studying naturally occurring human pain and their analogues,1
Deciphering the Nucleotide and RNA Binding Selectivity of the Mayaro Virus Macro Domain,1
Influence of exogenous gonadotropin-releasing hormone on seasonal reproductive behavior of the coyote (Canis latrans),1
"Concentration, Size Distribution, and Infectivity of Airborne Particles Carrying Swine Viruses",1
In-plate recapturing of a dual-tagged recombinant Fasciola antigen (FhLAP) by a monoclonal antibody (US9) prevents non- specific binding in ELISA,1
Sources and contamination routes of microbial pathogens to fresh produce during field cultivation: A review,1
"Theoretically estimated risk of severe acute respiratory syndrome transmission through blood transfusion during an epidemic in Shenzhen, Guangdong, China in 2003",1
Infection with and Carriage of Mycoplasma pneumoniae in Children,1
34 Animals Hazardous to Humans,1
OPEN ACCESS,1
The utility of LASSO-based models for real time forecasts of endemic infectious diseases: A cross country comparison,1
Meta-genomic analysis of toilet waste from long distance flights; a step towards global surveillance of infectious diseases and antimicrobial resistance OPEN,1
